pair,date,high,low,open,close,volume
USDT_BTC,1593554400,8272.47168,8105.672363,8140.978516,8201.646484,14194667464.0
USDT_BTC,1593640800,8234.089844,8047.013672,8204.147461,8118.010254,14538368165.0
USDT_BTC,1593727200,8186.865723,8054.174316,8119.285156,8079.521973,11628513115.0
USDT_BTC,1593813600,8166.557617,8051.248047,8076.791992,8121.375488,10929770360.0
USDT_BTC,1593900000,8147.782715,7983.574219,8115.686523,8067.406738,11472082913.0
USDT_BTC,1593986400,8044.429199,8287.675781,8066.435059,8287.675781,15813643594.0
USDT_BTC,1594072800,8266.567383,8151.428223,8264.416016,8205.983398,12274595481.0
USDT_BTC,1594159200,8338.976563,8201.994141,8206.642578,8316.365234,17378683261.0
USDT_BTC,1594245600,8318.787109,8183.169922,8316.06543,8218.990234,15946120339.0
USDT_BTC,1594332000,8218.567383,8091.980957,8214.905273,8210.900391,14919597247.0
USDT_BTC,1594418400,8223.930664,8140.70752,8209.753906,8177.299805,11725587747.0
USDT_BTC,1594504800,8247.276367,8138.4375,8177.927246,8201.40918,12777419876.0
USDT_BTC,1594591200,8185.569336,8131.177246,8202.032227,8146.831543,15441041914.0
USDT_BTC,1594677600,8148.428223,8065.88916,8142.503418,8101.288574,15850776553.0
USDT_BTC,1594764000,8127.086426,8041.758789,8100.134766,8051.52832,13877576461.0
USDT_BTC,1594850400,8074.870605,7983.504395,8050.777344,8017.411133,13795684937.0
USDT_BTC,1594936800,8037.272949,7983.000977,8017.046387,8007.907715,12202168745.0
USDT_BTC,1595023200,8076.455078,7962.575195,8007.725098,8013.509766,10720156356.0
USDT_BTC,1595109600,8041.341309,7959.783203,8012.60498,8026.401367,11305867731.0
USDT_BTC,1595196000,8071.009766,8001.90918,8027.62793,7998.321289,12005561164.0
USDT_BTC,1595282400,8224.920898,7984.590332,7996.822754,8126.143066,15662695569.0
USDT_BTC,1595368800,8240.639648,8088.956055,8126.310547,8235.905273,14294267008.0
USDT_BTC,1595455200,8268.300781,8189.389648,8237.443359,8262.8125,15649635963.0
USDT_BTC,1595541600,8256.091797,8162.23291,8266.643555,8181.614258,14200470971.0
USDT_BTC,1595628000,8325.772461,8176.197754,8183.838867,8302.227539,14250178495.0
USDT_BTC,1595714400,8599.665039,8281.40918,8304.90625,8499.583984,17597831907.0
USDT_BTC,1595800800,9667.131836,8474.470703,8499.62793,9340.1875,30049174878.0
USDT_BTC,1595887200,9525.134766,9062.564453,9362.78418,9311.410156,24545174828.0
USDT_BTC,1595973600,9586.694336,9262.449219,9311.520508,9420.3125,20891207415.0
USDT_BTC,1596060000,9427.953125,9250.884766,9419.773438,9356.708984,19247997028.0
USDT_BTC,1596146400,9680.949219,9239.573242,9355.864258,9613.430664,19662845104.0
USDT_BTC,1596232800,10013.563477,9542.299805,9612.669922,9983.694336,22137800801.0
USDT_BTC,1596319200,10216.78418,9354.205078,9982.991211,9382.727539,23266706737.0
USDT_BTC,1596405600,9747.130859,9346.390625,9374.371094,9563.894531,17239065112.0
USDT_BTC,1596492000,9685.976563,9456.194336,9563.771484,9484.981445,17986761782.0
USDT_BTC,1596578400,9932.805664,9450.498047,9483.229492,9894.435547,20561428762.0
USDT_BTC,1596664800,10020.493164,9767.311523,9896.833984,9919.74707,19705763440.0
USDT_BTC,1596751200,10042.123047,9681.800781,9919.006836,9841.053711,19622192580.0
USDT_BTC,1596837600,10009.510742,9804.543945,9843.666992,9970.475586,14905656209.0
USDT_BTC,1596924000,10014.59375,9796.360352,9956.291992,9910.367188,14845179978.0
USDT_BTC,1597010400,10211.640625,9898.923828,9898.923828,10118.962891,22246612498.0
USDT_BTC,1597096800,10164.689453,9536.236328,10121.975586,9722.772461,23040274310.0
USDT_BTC,1597183200,9951.796875,9591.953125,9717.719727,9823.364258,21253308437.0
USDT_BTC,1597269600,9983.101563,9482.161133,9826.307617,9972.726563,23291597079.0
USDT_BTC,1597356000,10264.138672,9878.44043,9963.013672,9937.870117,20467016992.0
USDT_BTC,1597442400,10102.003906,9937.723633,9937.723633,10019.668945,19721435327.0
USDT_BTC,1597528800,10078.104492,9911.152344,10020.501953,10034.041992,17366337985.0
USDT_BTC,1597615200,10413.766602,9950.069336,10036.450195,10319.689453,23771128027.0
USDT_BTC,1597701600,10376.328125,10017.701172,10317.579102,10034.479492,21793441694.0
USDT_BTC,1597788000,10067.102539,9865.102539,10034.188477,9927.800781,20688345267.0
USDT_BTC,1597874400,10032.439453,9889.335938,9930.516602,10006.637695,16996129038.0
USDT_BTC,1597960800,10022.746094,9804.569336,10006.34668,9827.891602,20145333276.0
USDT_BTC,1598047200,9910.478516,9706.492188,9821.947266,9904.050781,17146413200.0
USDT_BTC,1598133600,9935.143555,9800.698242,9902.245117,9887.043945,15665266934.0
USDT_BTC,1598220000,9968.53418,9851.924805,9886.061523,9983.125977,17534881786.0
USDT_BTC,1598306400,9975.78418,9462.126953,9982.273438,9603.429688,22222566566.0
USDT_BTC,1598392800,9742.260742,9549.890625,9604.071289,9703.128906,18975454178.0
USDT_BTC,1598479200,9760.988281,9459.436523,9700.802734,9581.077148,19664435649.0
USDT_BTC,1598565600,9698.085938,9576.793945,9582.683594,9695.46875,16637591031.0
USDT_BTC,1598652000,9730.512695,9630.276367,9694.254883,9664.351563,14685751389.0
USDT_BTC,1598738400,9837.155273,9652.1875,9665.904297,9824.922852,16577008454.0
USDT_BTC,1598824800,9854.657227,9737.913086,9826.433594,9785.023438,18668922095.0
USDT_BTC,1598911200,10126.694336,9714.03125,9783.763672,10038.563477,22903743426.0
USDT_BTC,1598997600,10033.820313,9539.772461,10033.820313,9634.128906,23665252317.0
USDT_BTC,1599084000,9667.351563,8598.745117,9628.353516,8653.382813,26966403654.0
USDT_BTC,1599170400,9002.076172,8653.526367,8640.771484,8879.717773,25312654337.0
USDT_BTC,1599256800,8938.644531,8402.324219,8880.323242,8590.609375,37942684615.0
USDT_BTC,1599343200,8743.84082,8495.423828,8588.624023,8686.393555,31323567346.0
USDT_BTC,1599429600,8797.558594,8388.907227,8686.939453,8773.6875,28516191564.0
USDT_BTC,1599516000,8856.172852,8436.019531,8773.470703,8610.188477,28411006256.0
USDT_BTC,1599602400,8766.629883,8503.704102,8612.427734,8677.378906,20441634392.0
USDT_BTC,1599688800,8825.030273,8673.810547,8677.363281,8763.070313,46006088379.0
USDT_BTC,1599775200,8815.474609,8569.25,8768.050781,8779.703125,38155532521.0
USDT_BTC,1599861600,8929.173828,8687.391602,8787.255859,8813.818359,31019270266.0
USDT_BTC,1599948000,8927.804688,8631.18457,8822.452148,8719.929688,30835403688.0
USDT_BTC,1600034400,9090.844727,8672.970703,8724.134766,8999.887695,29873897214.0
USDT_BTC,1600120800,9204.639648,8967.027344,8997.290039,9114.807617,27444544334.0
USDT_BTC,1600207200,9379.516602,9045.488281,9115.492188,9298.400391,26069624864.0
USDT_BTC,1600293600,9372.161133,9132.951172,9297.0,9239.688477,32195740623.0
USDT_BTC,1600380000,9305.064453,9133.581055,9242.076172,9243.46875,22247581787.0
USDT_BTC,1600466400,9404.033203,9214.438477,9234.319336,9370.461914,19227010932.0
USDT_BTC,1600552800,9371.749023,9134.080078,9371.749023,9233.060547,20849016226.0
USDT_BTC,1600639200,9257.602539,8844.999023,9230.236328,8892.470703,24551007302.0
USDT_BTC,1600725600,9027.472656,8853.24707,8890.231445,9001.320313,20176313835.0
USDT_BTC,1600812000,9101.178711,8735.136719,9002.171875,8772.329102,19719330666.0
USDT_BTC,1600898400,9221.979492,8755.554688,8773.714844,9204.958984,19717512499.0
USDT_BTC,1600984800,9251.717773,9102.904297,9206.607422,9201.561523,18255215522.0
USDT_BTC,1601071200,9266.642578,9183.749023,9201.516602,9245.956055,15565494497.0
USDT_BTC,1601157600,9289.196289,9150.542969,9244.667969,9260.791992,15485796814.0
USDT_BTC,1601244000,9375.318359,9177.140625,9258.398438,9181.616211,19457448274.0
USDT_BTC,1601330400,9245.74707,9086.585938,9174.025391,9239.493164,17424812000.0
USDT_BTC,1601416800,9242.628906,9133.970703,9236.581055,9202.3125,17708870998.0
USDT_BTC,1601503200,9291.785156,8941.975586,9200.088867,9045.818359,23142396876.0
USDT_BTC,1601589600,9100.071289,8908.237305,9046.72168,9033.982422,19738616311.0
USDT_BTC,1601676000,9058.670898,8985.176758,9032.823242,9017.194336,14589002752.0
USDT_BTC,1601762400,9135.671875,8988.048828,9019.265625,9116.553711,14971906230.0
USDT_BTC,1601848800,9081.076172,9164.27832,9119.628906,9164.27832,16443101212.0
USDT_BTC,1601935200,9162.735352,9003.417969,9160.696289,9049.572266,18969566681.0
USDT_BTC,1602021600,9082.510742,9028.558594,9047.988281,9076.464844,14987907671.0
USDT_BTC,1602108000,9307.55957,8985.269531,9075.180664,9283.325195,18664266950.0
USDT_BTC,1602280800,9671.505859,9345.856445,9348.946289,9548.226563,19337565645.0
USDT_BTC,1602367200,9660.181641,9541.69043,9547.990234,9634.763672,16900028171.0
USDT_BTC,1602626400,9808.739258,9625.677734,9733.354492,9731.630859,20522814473.0
USDT_BTC,1602712800,9885.982422,9654.080078,9729.158203,9819.46582,20917288325.0
USDT_BTC,1602799200,9856.470703,9583.981445,9825.853516,9663.431641,21879882839.0
USDT_BTC,1602885600,9719.392578,9633.25,9663.431641,9695.355469,16329869109.0
USDT_BTC,1602972000,9686.37207,9800.714844,9693.545898,9800.714844,15604278573.0
USDT_BTC,1603058400,10009.772461,9745.417969,9810.681641,9977.561523,20275212031.0
USDT_BTC,1603144800,10141.070313,9923.708984,9980.907227,10073.855469,26135679089.0
USDT_BTC,1603231200,11117.054688,10060.009766,10071.101563,10820.051758,36631380852.0
USDT_BTC,1603317600,11132.668945,10736.342773,10801.443359,10973.163086,29392142845.0
USDT_BTC,1603404000,10989.454102,10769.776367,10977.951172,10901.197266,24425701103.0
USDT_BTC,1603490400,11081.199219,10862.59375,10901.226563,11050.004883,20689002227.0
USDT_BTC,1603576800,11236.40918,10883.09082,11050.005859,10998.767578,20600295208.0
USDT_BTC,1603666800,11197.131836,10850.927734,10998.790039,11072.263672,24948286976.0
USDT_BTC,1603753200,11680.981445,11059.917969,11072.258789,11589.126953,28645479084.0
USDT_BTC,1603839600,11747.317383,11027.510742,11589.124023,11295.668945,30527966335.0
USDT_BTC,1603926000,11680.389648,11082.621094,11295.680664,11506.926758,48380804004.0
USDT_BTC,1604012400,11721.341797,11254.017578,11506.917969,11602.59668,26193042074.0
USDT_BTC,1604098800,12013.033203,11524.329102,11602.605469,11801.327148,25952880449.0
USDT_BTC,1604185200,11870.724609,11670.634766,11801.327148,11799.999023,21005546036.0
USDT_BTC,1604271600,11864.22168,11373.821289,11799.931641,11640.819336,26434834249.0
USDT_BTC,1604358000,11894.548828,11439.025391,11640.786133,11860.727539,25395821174.0
USDT_BTC,1604444400,12135.489258,11646.151367,11860.885742,12045.607422,29928308319.0
USDT_BTC,1604530800,13285.183594,12017.630859,12045.629883,13184.150391,34573885747.0
USDT_BTC,1604617200,13478.116211,12818.151367,13184.049805,13109.102539,33550195535.0
USDT_BTC,1604703600,13253.010742,12146.514648,13109.102539,12492.260742,29496299788.0
USDT_BTC,1604790000,13168.985352,12416.766602,12492.260742,13016.102539,22393766713.0
USDT_BTC,1604876400,13296.104492,12587.05957,13016.125977,12967.12207,28881204700.0
USDT_BTC,1604962800,13050.800781,12797.62207,12967.151367,12938.198242,21639901436.0
USDT_BTC,1605049200,13515.277344,12935.483398,12938.204102,13329.259766,25274513391.0
USDT_BTC,1605135600,13812.294922,13192.206055,13329.225586,13789.074219,28953189833.0
USDT_BTC,1605222000,13946.995117,13527.681641,13789.15625,13786.818359,26698221339.0
USDT_BTC,1605308400,13786.818359,13306.398438,13786.818359,13575.874023,23219132003.0
USDT_BTC,1605394800,13622.787109,13339.960938,13575.875,13469.739258,19968642321.0
USDT_BTC,1605481200,14190.856445,13412.8125,13469.730469,14095.125,26583558821.0
USDT_BTC,1605567600,14987.178711,13968.5,14069.474609,14873.701172,32879731316.0
USDT_BTC,1605654000,15496.166016,14623.433594,14873.519531,15030.301758,41420945978.0
USDT_BTC,1605740400,15315.511719,14693.525391,15030.180664,15015.780273,31170043042.0
USDT_BTC,1605826800,15827.933594,14960.790039,15015.774414,15705.179688,31199715895.0
USDT_BTC,1605913200,15971.316406,15556.138672,15705.180664,15723.027344,33441344562.0
USDT_BTC,1605999600,15762.444336,14904.205078,15723.027344,15481.650391,34789828992.0
USDT_BTC,1606086000,15743.476563,15161.260742,15481.663086,15506.958008,36091279091.0
USDT_BTC,1606172400,16289.386719,15296.525391,15507.711914,16059.728516,43259912042.0
USDT_BTC,1606258800,16295.0625,15591.44043,16057.161133,15719.415039,36680376885.0
USDT_BTC,1606345200,15819.380859,13723.832031,15717.501953,14399.097656,51546757189.0
USDT_BTC,1606431600,14641.574219,13834.203125,14401.859375,14301.101563,32505648625.0
USDT_BTC,1606518000,14923.357422,14134.904297,14304.889648,14809.243164,27249840706.0
USDT_BTC,1606604400,15285.899414,14676.928711,14811.098633,15184.59668,26007813836.0
USDT_BTC,1606690800,16459.787109,15185.297852,15185.297852,16440.384766,39981718474.0
USDT_BTC,1606777200,16590.441406,15309.742188,16447.033203,15576.629883,41117118481.0
USDT_BTC,1606863600,16020.179688,15189.176758,15575.589844,15850.040039,30862646683.0
USDT_BTC,1606950000,16097.243164,15613.412109,15854.030273,16010.777344,26290497372.0
USDT_BTC,1607036400,16057.574219,15422.84668,16012.068359,15428.222656,27946379895.0
USDT_BTC,1607122800,15804.975586,15334.585938,15427.083984,15799.84668,22471620121.0
USDT_BTC,1607209200,15990.453125,15588.400391,15799.804688,15961.175781,20869261997.0
USDT_BTC,1607295600,16014.427734,15618.173828,15959.532227,15847.105469,22209129479.0
USDT_BTC,1607382000,15910.952148,15088.910156,15847.021484,15129.400391,26171143440.0
USDT_BTC,1607468400,15423.576172,14784.541016,15129.185547,15361.175781,28497349693.0
USDT_BTC,1607554800,15360.666016,14796.40625,15360.666016,15040.947266,21037680214.0
USDT_BTC,1607641200,15040.599609,14539.374023,15040.072266,14910.423828,23051991178.0
USDT_BTC,1607727600,15621.022461,14899.803711,14904.163086,15525.333008,17960127102.0
USDT_BTC,1607814000,16002.461914,15468.095703,15527.900391,15776.826172,20975843592.0
USDT_BTC,1607900400,15894.603516,15687.139648,15778.56543,15842.547852,18499089133.0
USDT_BTC,1607986800,16064.141602,15704.236328,15842.775391,15975.224609,22001725458.0
USDT_BTC,1608073200,17598.408203,15883.248047,15976.658203,17473.498047,36412902508.0
USDT_BTC,1608159600,19279.242188,17411.839844,17471.654297,18598.726563,58212751049.0
USDT_BTC,1608246000,18956.980469,18302.796875,18600.060547,18877.660156,32951434485.0
USDT_BTC,1608332400,19649.890625,18622.453125,18873.503906,19473.654297,31399179663.0
USDT_BTC,1608418800,19807.859375,18884.527344,19467.072266,19224.947266,30989654705.0
USDT_BTC,1608505200,19740.685547,18191.222656,19222.621094,18637.574219,37476661160.0
USDT_BTC,1608591600,19520.376953,18375.623047,18630.183594,19514.736328,36244238107.0
USDT_BTC,1608678000,19748.226563,18707.335938,19513.871094,19059.505859,41943381847.0
USDT_BTC,1608764400,19509.431641,18649.066406,19058.570313,19481.566406,33717526503.0
USDT_BTC,1608850800,20267.224609,19244.271484,19479.611328,20230.060547,34504498273.0
USDT_BTC,1608937200,21914.162109,20113.509766,20240.087891,21683.658203,39642437312.0
USDT_BTC,1609023600,23029.945313,21265.796875,21685.574219,21527.597656,54473825899.0
USDT_BTC,1609110000,22421.384766,21485.546875,21534.583984,22161.601563,40139698737.0
USDT_BTC,1609196400,22340.064453,21230.6875,22159.148438,22330.292969,36941222301.0
USDT_BTC,1609282800,23524.705078,22328.376953,22328.376953,23450.607422,41701870950.0
USDT_BTC,1609369200,23781.845703,22979.40625,23451.113281,23741.736328,38275110384.0
USDT_BTC,1609455600,24316.916016,23649.960938,23735.423828,24165.556641,33508045052.0
USDT_BTC,1609542000,27321.90625,23972.966797,24167.451172,26474.892578,55925382232.0
USDT_BTC,1609628400,28519.630859,26413.128906,26476.65625,26760.720703,64216240796.0
USDT_BTC,1609714800,27294.240234,23363.980469,26784.332031,26094.005859,66241895056.0
USDT_BTC,1609801200,28009.367188,24633.167969,26098.189453,27639.482422,54923202611.0
USDT_BTC,1609887600,29889.705078,27254.71875,27656.708984,29844.859375,61019450973.0
USDT_BTC,1609974000,32748.246094,29653.542969,29852.566406,32089.447266,69085552572.0
USDT_BTC,1610060400,34261.71875,30048.318359,32098.1875,33372.28125,72071598504.0
USDT_BTC,1610146800,33894.769531,31886.201172,33364.945313,32928.058594,50702797264.0
USDT_BTC,1610233200,33881.550781,29440.859375,32927.789063,31472.685547,65626762864.0
USDT_BTC,1610319600,31464.554688,25108.53125,31464.554688,29247.208984,101409092304.0
USDT_BTC,1610406000,30067.740234,26899.251953,29205.849609,27786.228516,61246642389.0
USDT_BTC,1610492400,30918.484375,26690.492188,27779.806641,30682.929688,57033976442.0
USDT_BTC,1610578800,32956.898438,30354.292969,30690.121094,32250.857422,52355450869.0
USDT_BTC,1610665200,32558.050781,28660.1875,32225.658203,30485.841797,56095675651.0
USDT_BTC,1610751600,31345.980469,29509.464844,30482.765625,29950.035156,47772009926.0
USDT_BTC,1610838000,30384.21875,28204.253906,29938.041016,29661.734375,43392810402.0
USDT_BTC,1610924400,30927.671875,28899.033203,29662.529297,30328.933594,40994649866.0
USDT_BTC,1611010800,31129.619141,29713.658203,30339.0,29713.658203,47156737845.0
USDT_BTC,1611097200,29955.806641,27749.525391,29697.433594,29342.677734,55168197409.0
USDT_BTC,1611183600,29349.662109,24863.666016,29344.037109,25338.507813,62178072138.0
USDT_BTC,1611270000,27783.740234,23802.712891,25331.873047,27116.148438,63430252390.0
USDT_BTC,1611356400,27402.339844,25868.134766,27099.712891,26340.009766,39718049871.0
USDT_BTC,1611442800,27059.845703,25550.689453,26337.326172,26538.091797,39979537424.0
USDT_BTC,1611529200,28648.330078,26428.945313,26535.148438,26654.597656,49326841880.0
USDT_BTC,1611615600,26962.826172,25522.394531,26648.191406,26775.673828,49535981991.0
USDT_BTC,1611702000,26770.888672,24326.740234,26770.888672,25144.740234,51703736731.0
USDT_BTC,1611788400,26367.982422,24827.541016,25151.757813,26110.988281,65132391850.0
USDT_BTC,1611874800,31619.605469,26499.837891,28312.972656,28272.550781,97130862506.0
USDT_BTC,1611961200,28700.072266,27139.189453,28255.701172,28234.417969,53669896754.0
USDT_BTC,1612047600,28249.916016,26587.171875,28235.537109,27316.099609,43517327759.0
USDT_BTC,1612134000,28640.814453,26701.185547,27316.28125,27790.582031,50879442007.0
USDT_BTC,1612220400,29868.898438,27758.376953,27787.287109,29501.521484,52413239715.0
USDT_BTC,1612306800,31129.619141,29442.216797,29501.964844,31119.447266,50797207476.0
USDT_BTC,1612393200,32148.943359,30341.818359,31121.949219,30859.554688,57528804826.0
USDT_BTC,1612479600,31829.679688,30629.386719,30864.136719,31658.248047,48634051191.0
USDT_BTC,1612566000,33900.222656,31653.335938,31653.335938,32588.472656,59196399696.0
USDT_BTC,1612652400,32883.785156,31078.097656,32575.341797,32288.650391,54363501629.0
USDT_BTC,1612738800,38335.863281,31629.582031,32274.861328,38329.667969,84188369335.0
USDT_BTC,1612825200,39742.1875,37317.621094,38320.148438,38362.296875,75773512740.0
USDT_BTC,1612911600,38880.101563,36177.203125,38352.933594,37065.046875,72038065748.0
USDT_BTC,1612998000,39940.246094,36473.285156,37048.980469,39494.441406,67093600562.0
USDT_BTC,1613084400,40177.792969,38387.746094,39467.816406,39194.921875,63163420949.0
USDT_BTC,1613170800,39641.742188,38275.90625,39183.660156,38864.359375,57960068600.0
USDT_BTC,1613257200,40829.730469,38871.777344,38871.777344,40194.054688,58783505751.0
USDT_BTC,1613343600,40319.023438,38210.527344,40176.929688,39518.808594,63525021825.0
USDT_BTC,1613430000,41385.671875,38881.414063,39518.316406,40700.742188,63739498591.0
USDT_BTC,1613516400,43628.3125,40604.152344,40706.867188,43293.167969,67095762025.0
USDT_BTC,1613602800,43561.957031,42287.222656,43286.496094,42739.449219,43049516673.0
USDT_BTC,1613689200,46308.125,42149.527344,42736.292969,46119.0,52396611048.0
USDT_BTC,1613775600,47453.429688,45077.945313,46118.339844,46293.4375,56233769904.0
USDT_BTC,1613862000,48134.503906,45941.148438,46267.894531,47456.125,42802585284.0
USDT_BTC,1613948400,47461.765625,40337.863281,47450.183594,44563.242188,75675282178.0
USDT_BTC,1614034800,44561.277344,37269.808594,44561.277344,40181.332031,87319805134.0
USDT_BTC,1614121200,42211.421875,38837.585938,40190.105469,40844.414063,52340584486.0
USDT_BTC,1614207600,42492.488281,38735.164063,40847.492188,38735.164063,44832195559.0
USDT_BTC,1614294000,40021.40625,36636.480469,38806.402344,38385.910156,290727102068.0
USDT_BTC,1614380400,39970.886719,37498.867188,38390.0625,38260.480469,38030607901.0
USDT_BTC,1614466800,38697.835938,35819.453125,38265.089844,37332.503906,44202316989.0
USDT_BTC,1614553200,41319.6875,37313.160156,37350.476563,41192.191406,44727892898.0
USDT_BTC,1614639600,41606.484375,39066.09375,41176.3125,40032.695313,39330914776.0
USDT_BTC,1614726000,43555.671875,39945.792969,40063.167969,41952.804688,44179660436.0
USDT_BTC,1614812400,42899.511719,39813.21875,41939.574219,40578.535156,43739383062.0
USDT_BTC,1614898800,41470.574219,38919.175781,40550.011719,41076.527344,40823509587.0
USDT_BTC,1614985200,41244.394531,39658.5625,41052.957031,41047.320313,28837937827.0
USDT_BTC,1615071600,43084.96875,41052.605469,41052.605469,42935.992188,36170069489.0
USDT_BTC,1615158000,44139.578125,41620.085938,42908.679688,44086.503906,41007335943.0
USDT_BTC,1615244400,43888.0,46082.246094,44108.820313,46082.246094,42794119992.0
USDT_BTC,1615330800,48033.207031,44874.660156,46082.15625,46969.328125,48048644343.0
USDT_BTC,1615417200,48472.578125,45614.773438,46931.28125,48247.394531,47385377215.0
USDT_BTC,1615503600,48397.078125,46400.925781,48260.828125,47962.9375,46589149629.0
USDT_BTC,1615590000,51604.289063,47031.5625,47972.375,51235.535156,50755954934.0
USDT_BTC,1615676400,51532.386719,49624.296875,51217.171875,49624.296875,36736633354.0
USDT_BTC,1615762800,50651.136719,46427.171875,49595.101563,46876.453125,55690582652.0
USDT_BTC,1615849200,47739.871094,44903.375,46820.769531,47727.082031,50201362534.0
USDT_BTC,1615935600,49206.125,45834.09375,47744.664063,49129.878906,50287731657.0
USDT_BTC,1616022000,50395.453125,45520.597656,49148.394531,48546.066406,46773269733.0
USDT_BTC,1616108400,49977.863281,47535.960938,48538.949219,48839.941406,41069651510.0
USDT_BTC,1616194800,50250.089844,48728.3125,48827.894531,48812.308594,42156042545.0
USDT_BTC,1616281200,49192.550781,46872.5,48809.1875,48405.210938,43709708070.0
USDT_BTC,1616367600,49095.929688,45497.929688,48400.558594,45699.40625,47369105335.0
USDT_BTC,1616454000,47231.164063,44838.546875,45684.753906,46230.269531,47662707362.0
USDT_BTC,1616540400,48454.453125,44467.140625,46206.234375,44675.628906,59738118759.0
USDT_BTC,1616626800,45187.792969,43093.261719,44635.40625,43907.328125,57745645064.0
USDT_BTC,1616713200,43801.769531,46749.441406,43889.367188,46749.441406,48033869056.0
USDT_BTC,1616799600,47962.664063,45991.097656,46749.65625,47458.429688,40076024963.0
USDT_BTC,1616886000,47875.453125,46699.695313,47459.640625,47471.800781,40460013386.0
USDT_BTC,1616968800,49509.453125,46820.027344,47469.386719,49071.789063,48965901937.0
USDT_BTC,1617055200,50642.140625,48656.433594,49071.730469,50257.085938,46415513387.0
USDT_BTC,1617141600,51103.472656,49192.605469,50267.820313,50240.558594,55870132689.0
USDT_BTC,1617228000,50761.316406,49843.746094,50247.152344,50172.636719,52357428406.0
USDT_BTC,1617314400,51184.921875,50011.335938,50175.242188,50497.273438,49939060095.0
USDT_BTC,1617400800,51117.230469,48985.828125,50508.40625,48985.828125,50718462577.0
USDT_BTC,1617487200,50099.722656,48610.753906,48986.636719,49933.199219,43127215841.0
USDT_BTC,1617573600,50707.925781,49086.757813,49935.167969,49976.84375,51371772183.0
USDT_BTC,1617660000,50336.082031,48681.75,50073.359375,49008.613281,55632948185.0
USDT_BTC,1617746400,49448.039063,46868.351563,49003.6875,47210.019531,63716039208.0
USDT_BTC,1617832800,48956.292969,47064.214844,47252.957031,48948.378906,44525448347.0
USDT_BTC,1617919200,49553.621094,48623.292969,48950.570313,48942.109375,39203438637.0
USDT_BTC,1618005600,51489.554688,48768.765625,48949.484375,50242.222656,48935806674.0
USDT_BTC,1618092000,51080.238281,49820.03125,50286.753906,50609.195313,38903874523.0
USDT_BTC,1618178400,51569.789063,50031.359375,50584.800781,50273.605469,43504171884.0
USDT_BTC,1618264800,53385.5,50268.011719,50270.722656,53123.628906,58544448796.0
USDT_BTC,1618351200,54238.394531,51406.6875,53140.605469,52664.09375,64632348372.0
USDT_BTC,1618437600,53314.902344,51988.964844,52635.304688,52896.386719,50925008589.0
USDT_BTC,1618524000,53170.59375,50238.839844,52850.015625,51386.25,70347656605.0
USDT_BTC,1618610400,52222.050781,50376.921875,51350.472656,50646.050781,55198680900.0
USDT_BTC,1618696800,50957.882813,44089.46875,50661.125,46968.792969,81435535596.0
USDT_BTC,1618783200,47856.800781,45194.273438,46948.238281,46276.832031,54266362065.0
USDT_BTC,1618869600,47416.25,44285.183594,46241.558594,46933.71875,56388351851.0
USDT_BTC,1618956000,47150.945313,44614.332031,46932.136719,44784.207031,45632040957.0
USDT_BTC,1619042400,45998.46875,42088.261719,44743.515625,43083.34375,62257219154.0
USDT_BTC,1619128800,43369.867188,39590.523438,43064.644531,42231.40625,71635900305.0
